0.000000000000000000e+00 9.837293399927093951e-01 -1.913504371749365782e-03
2.083333333333333218e-02 9.923702856976448494e-01 2.583631396350041408e-04
4.166666666666666435e-02 1.005279065106574832e+00 6.638031337225745992e-04
6.250000000000000000e-02 1.019758088964195508e+00 2.989319758172337676e-04
8.333333333333332871e-02 1.028133832958579630e+00 1.747370326358419282e-03
1.041666666666666574e-01 1.018131726402887960e+00 6.896419347528967559e-05
1.250000000000000000e-01 1.005331672854530511e+00 3.737218201487720113e-04
1.458333333333333148e-01 9.881640016977465413e-01 2.060630012835223696e-03
1.666666666666666574e-01 9.978433818544901746e-01 -1.937517736697684772e-03
1.875000000000000000e-01 1.027879088071921077e+00 -5.697816847492111073e-04
2.083333333333333148e-01 1.046998525159958948e+00 1.782698440024082804e-03
2.291666666666666574e-01 1.041744824524589941e+00 1.170161435388853083e-03
2.500000000000000000e-01 1.011781593243486377e+00 8.479751235505879987e-04
2.708333333333333148e-01 9.832743954767645400e-01 1.040813424330597810e-03
2.916666666666666297e-01 9.692406223895865258e-01 4.088327614012776169e-04
3.125000000000000000e-01 9.661533344116718380e-01 2.039496784415339558e-03
3.333333333333333148e-01 9.780569549132465124e-01 4.721989621633973576e-04
3.541666666666666297e-01 9.924586154698866736e-01 2.998338823690981981e-04
3.750000000000000000e-01 1.010702748870935030e+00 1.986983426570540989e-04
3.958333333333333148e-01 1.010978205902646199e+00 2.410799444379825183e-04
4.166666666666666297e-01 9.997086262872211249e-01 -1.446271601019834870e-03
4.375000000000000000e-01 1.006219487872293872e+00 9.633413180791791436e-04
4.583333333333333148e-01 1.016839027676091911e+00 -1.630496672291591479e-04
4.791666666666666297e-01 1.023255773599680118e+00 2.277393872325507353e-03
5.000000000000000000e-01 1.031108302002563093e+00 -9.456308823552862048e-05
5.208333333333332593e-01 1.016747325615801278e+00 5.261478552195707550e-04
5.416666666666666297e-01 1.017920212642928091e+00 3.082527328266680168e-04
5.625000000000000000e-01 1.011730081409181192e+00 -7.819462938865666098e-04
5.833333333333332593e-01 9.978170985807321980e-01 1.240171035648132214e-03
6.041666666666666297e-01 9.747192157466132434e-01 2.381329550700022214e-03
6.250000000000000000e-01 9.658725740984096531e-01 -1.847152457480597353e-05
6.458333333333332593e-01 9.868785244201219164e-01 -3.755984819817778848e-04
6.666666666666666297e-01 1.012730073966410016e+00 -4.437859138192175963e-04
6.875000000000000000e-01 1.024497796078210232e+00 -2.365452366646676654e-03
7.083333333333332593e-01 1.023361479246636563e+00 -2.222664296287656853e-04
7.291666666666666297e-01 1.009501087094775151e+00 3.137476450104049130e-04
7.500000000000000000e-01 9.958814177637999032e-01 1.318447406475353528e-03
7.708333333333332593e-01 9.834774116603630656e-01 1.200059676437409840e-03
7.916666666666666297e-01 9.792240109032755990e-01 -5.206238530458656135e-04
8.125000000000000000e-01 9.961897315452489243e-01 -3.460287434673604444e-04
8.333333333333332593e-01 1.017258950892432345e+00 1.404881632018048759e-03
8.541666666666666297e-01 1.025210508810611598e+00 -2.168298713410989173e-04
8.750000000000000000e-01 1.013216893293347853e+00 -6.375369246945212197e-04
8.958333333333332593e-01 1.006189556775056726e+00 1.740648061792840614e-03
9.166666666666666297e-01 9.945007798270697474e-01 1.296982083813292587e-03
9.375000000000000000e-01 9.971772034919237360e-01 2.348973971782225187e-05
9.583333333333332593e-01 9.952575730444888080e-01 -7.422218097233343297e-04
9.791666666666666297e-01 9.988191828081587342e-01 -2.514850399055886324e-03
1.000000000000000000e+00 9.974094421433115087e-01 7.371295069684048610e-04
1.020833333333333259e+00 1.007964687474436127e+00 -1.120462153190225282e-03
1.041666666666666519e+00 1.002478520560533770e+00 -2.453415011425940078e-03
1.062500000000000000e+00 9.901204009457210686e-01 1.981025659186272381e-03
1.083333333333333259e+00 9.787543703462507905e-01 8.099597387623603834e-04
1.104166666666666519e+00 9.894279262110422524e-01 -1.423760241396206669e-03
1.125000000000000000e+00 1.018049229980085624e+00 -1.518001728699073898e-03
1.145833333333333259e+00 1.037552689797528682e+00 1.088702227714524523e-03
1.166666666666666519e+00 1.037138486600842402e+00 -1.097463270669837799e-03
1.187500000000000000e+00 1.023870228805068505e+00 1.620187334409854121e-03
1.208333333333333259e+00 9.988284178676962721e-01 7.705741407826940947e-04
1.229166666666666519e+00 9.730615061253089504e-01 6.707456507085294206e-04
1.250000000000000000e+00 9.541698890344791906e-01 5.058693195178754192e-04
